y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle
198.07,467.94,734,42660,0.3253,47.85,734,0.0,72,2.483,True
201.06,71.82,731,42660,0.2766,47.64,731,0.0,72,2.483,True
190.09,45.88,725,42660,0.344,50.37,725,0.0,72,2.483,True
210.93,116.7,704,42660,0.2702,48.69,704,0.0,72,2.483,True
211.06,249.07,718,42660,0.3165,48.48,718,0.0,72,2.483,True
211.88,236.1,781,42660,0.3847,52.89,781,0.0,72,2.483,True
217.09,307.01,541,42660,0.3346,40.5,541,0.0,72,2.483,True
231.03,101.09,714,42660,0.2563,46.8,714,0.0,72,2.483,True
201.84,287.53,631,42660,0.2363,43.86,631,0.0,72,2.483,True
283.93,399.89,560,42660,0.374,40.37,560,0.0,73,2.517,True
267.79,217.79,691,42660,0.1587,44.67,691,0.0,73,2.517,True
271.05,70.88,664,42660,0.3258,43.59,664,0.0,73,2.517,True
273.97,37.0,775,42660,0.2783,47.46,775,0.0,73,2.517,True
276.81,247.8,694,42660,0.2124,50.04,694,0.0,73,2.517,True
289.04,431.8,625,42660,0.3175,44.45,625,0.0,73,2.517,True
349.98,231.06,462,42660,0.2505,35.43,462,0.0,73,2.517,True
293.56,217.42,334,42660,0.1565,26.84,334,0.0,73,2.517,True
298.08,294.82,690,42660,0.3071,46.6,690,0.0,73,2.517,True
300.06,434.72,498,42660,0.2495,37.58,498,0.0,73,2.517,True
306.26,218.1,505,42660,0.1143,48.53,505,0.0,73,2.517,True
327.03,83.39,708,42660,0.261,44.45,708,0.0,73,2.517,True
289.01,450.8,723,42660,0.3509,53.26,723,0.0,73,2.517,True
267.11,414.97,684,42660,0.2944,47.67,684,0.0,73,2.517,True
254.97,114.98,738,42660,0.2968,49.82,738,0.0,73,2.517,True
231.02,101.01,715,42660,0.2621,47.03,715,0.0,73,2.517,True
262.84,458.7,683,42660,0.2725,51.11,683,0.0,73,2.517,True
173.06,478.83,650,42660,0.3463,46.6,650,0.0,73,2.517,True
182.9,73.97,638,42660,0.2265,41.66,638,0.0,73,2.517,True
185.91,467.92,660,42660,0.2894,46.17,660,0.0,73,2.517,True
196.24,287.66,591,42660,0.2982,42.73,591,0.0,73,2.517,True
189.99,45.73,739,42660,0.2856,49.61,739,0.0,73,2.517,True
200.02,70.79,731,42660,0.252,47.03,731,0.0,73,2.517,True
209.04,116.74,711,42660,0.3102,47.24,711,0.0,73,2.517,True
209.07,248.16,665,42660,0.347,46.17,665,0.0,73,2.517,True
211.13,238.01,800,42660,0.4541,54.55,800,0.0,73,2.517,True
215.06,306.79,560,42660,0.3227,41.23,560,0.0,73,2.517,True
198.06,467.98,755,42660,0.3161,47.89,755,0.0,73,2.517,True
286.19,431.36,622,42660,0.2592,45.14,622,0.0,74,2.552,True
271.96,71.1,673,42660,0.2679,44.06,673,0.0,74,2.552,True
276.14,248.04,554,42660,0.2079,38.42,554,0.0,74,2.552,True
281.91,399.93,567,42660,0.3804,41.45,567,0.0,74,2.552,True
289.0,450.98,750,42660,0.3323,54.69,750,0.0,74,2.552,True
271.23,37.97,701,42660,0.2738,48.18,701,0.0,74,2.552,True
297.96,294.94,709,42660,0.2699,46.45,709,0.0,74,2.552,True
305.95,217.95,419,42660,0.0998,41.24,419,0.0,74,2.552,True
325.05,83.21,709,42660,0.3127,47.31,709,0.0,74,2.552,True
347.07,231.83,410,42660,0.321,31.25,410,0.0,74,2.552,True
293.52,217.42,313,42660,0.202,24.53,313,0.0,74,2.552,True
266.06,415.37,625,42660,0.2233,46.88,625,0.0,74,2.552,True
262.87,458.68,682,42660,0.2515,49.92,682,0.0,74,2.552,True
262.1,217.71,683,42660,0.2392,43.84,683,0.0,74,2.552,True
171.37,480.03,577,42660,0.321,44.49,577,0.0,74,2.552,True
181.88,74.28,600,42660,0.1793,39.93,600,0.0,74,2.552,True
183.31,469.0,613,42660,0.3441,45.79,613,0.0,74,2.552,True
194.19,288.08,631,42660,0.368,52.31,631,0.0,74,2.552,True
198.03,467.98,730,42660,0.3067,47.75,730,0.0,74,2.552,True
188.04,46.88,747,42660,0.2948,48.83,747,0.0,74,2.552,True
207.05,117.11,688,42660,0.323,45.36,688,0.0,74,2.552,True
211.05,239.01,778,42660,0.43,55.13,778,0.0,74,2.552,True
212.24,306.42,528,42660,0.2431,40.15,528,0.0,74,2.552,True
231.07,101.01,724,42660,0.2656,47.53,724,0.0,74,2.552,True
253.97,115.03,728,42660,0.298,46.88,728,0.0,74,2.552,True
198.93,70.01,724,42660,0.2187,48.62,724,0.0,74,2.552,True
287.83,451.18,714,42660,0.296,51.91,714,0.0,75,2.586,True
269.29,252.62,516,42660,0.2217,47.39,516,0.0,75,2.586,True
270.17,38.04,747,42660,0.2529,49.65,747,0.0,75,2.586,True
280.92,400.06,562,42660,0.3734,39.8,562,0.0,75,2.586,True
283.24,432.06,596,42660,0.3186,45.34,596,0.0,75,2.586,True
292.82,217.54,361,42660,0.1451,23.18,361,0.0,75,2.586,True
262.85,458.74,678,42660,0.2623,51.09,678,0.0,75,2.586,True
296.99,295.3,680,42660,0.2388,43.91,680,0.0,75,2.586,True
305.68,217.75,343,42660,0.1643,35.7,343,0.0,75,2.586,True
324.05,83.34,721,42660,0.2833,45.75,721,0.0,75,2.586,True
341.19,233.57,455,42660,0.1302,42.68,455,0.0,75,2.586,True
266.23,71.72,606,42660,0.2488,42.88,606,0.0,75,2.586,True
294.96,434.85,555,42660,0.2731,44.93,555,0.0,75,2.586,True
264.96,415.72,607,42660,0.2545,45.55,607,0.0,75,2.586,True
210.22,306.35,531,42660,0.2773,42.47,531,0.0,75,2.586,True
260.05,217.94,695,42660,0.2488,44.93,695,0.0,75,2.586,True
171.89,480.05,641,42660,0.3102,44.11,641,0.0,75,2.586,True
177.07,77.95,596,42660,0.3485,40.21,596,0.0,75,2.586,True
184.92,467.99,652,42660,0.322,45.34,652,0.0,75,2.586,True
187.91,46.98,749,42660,0.2239,50.68,749,0.0,75,2.586,True
195.94,467.2,732,42660,0.297,48.01,732,0.0,75,2.586,True
193.06,288.44,723,42660,0.2908,52.32,723,0.0,75,2.586,True
206.97,117.26,695,42660,0.256,48.63,695,0.0,75,2.586,True
210.05,240.72,693,42660,0.4282,50.88,693,0.0,75,2.586,True
231.05,101.03,710,42660,0.2759,46.16,710,0.0,75,2.586,True
252.94,114.78,677,42660,0.2415,45.14,677,0.0,75,2.586,True
196.94,69.69,717,42660,0.1982,46.57,717,0.0,75,2.586,True
266.05,71.69,656,42660,0.2877,42.99,656,0.0,76,2.621,True
280.48,432.75,545,42660,0.2233,45.98,545,0.0,76,2.621,True
269.06,252.66,573,42660,0.2335,46.41,573,0.0,76,2.621,True
270.85,37.12,720,42660,0.2475,48.12,720,0.0,76,2.621,True
277.96,400.03,576,42660,0.3662,41.92,576,0.0,76,2.621,True
281.21,452.56,625,42660,0.282,49.4,625,0.0,76,2.621,True
295.88,295.61,662,42660,0.2316,45.12,662,0.0,76,2.621,True
293.12,435.0,617,42660,0.2788,49.61,617,0.0,76,2.621,True
305.15,217.46,294,42660,0.1674,31.01,294,0.0,76,2.621,True
322.04,84.13,669,42660,0.3012,42.34,669,0.0,76,2.621,True
340.93,233.12,618,42660,0.1984,51.75,618,0.0,76,2.621,True
262.84,458.69,675,42660,0.2521,50.68,675,0.0,76,2.621,True
292.76,217.53,375,42660,0.1321,25.45,375,0.0,76,2.621,True
258.85,415.73,620,42660,0.2615,48.33,620,0.0,76,2.621,True
170.2,481.07,617,42660,0.3426,44.05,617,0.0,76,2.621,True
251.01,114.63,690,42660,0.2462,44.91,690,0.0,76,2.621,True
231.05,101.03,718,42660,0.2729,47.26,718,0.0,76,2.621,True
209.08,305.93,565,42660,0.3757,43.84,565,0.0,76,2.621,True
209.43,241.95,681,42660,0.3626,49.19,681,0.0,76,2.621,True
204.1,117.98,696,42660,0.3684,46.83,696,0.0,76,2.621,True
202.01,248.04,605,42660,0.3234,43.41,605,0.0,76,2.621,True
195.72,69.83,673,42660,0.1974,48.33,673,0.0,76,2.621,True
195.01,467.13,720,42660,0.3089,46.83,720,0.0,76,2.621,True
191.06,288.22,723,42660,0.3638,54.53,723,0.0,76,2.621,True
185.93,47.76,764,42660,0.2365,52.39,764,0.0,76,2.621,True
184.74,467.83,623,42660,0.2993,44.91,623,0.0,76,2.621,True
175.04,79.91,572,42660,0.3446,39.56,572,0.0,76,2.621,True
259.04,217.71,672,42660,0.2704,42.34,672,0.0,76,2.621,True
275.94,400.19,570,42660,0.3628,39.17,570,0.0,77,2.655,True
270.75,37.15,644,42660,0.2343,46.92,644,0.0,77,2.655,True
267.98,71.33,684,42660,0.2797,43.15,684,0.0,77,2.655,True
278.36,432.69,579,42660,0.2341,45.04,579,0.0,77,2.655,True
269.54,252.16,559,42660,0.242,47.13,559,0.0,77,2.655,True
279.34,452.77,644,42660,0.3279,53.42,644,0.0,77,2.655,True
262.83,458.71,676,42660,0.2618,50.69,676,0.0,77,2.655,True
292.72,217.57,369,42660,0.0941,25.35,369,0.0,77,2.655,True
293.97,295.94,679,42660,0.2827,45.25,679,0.0,77,2.655,True
304.9,217.44,249,42660,0.1425,25.76,249,0.0,77,2.655,True
318.19,84.66,618,42660,0.2272,43.99,618,0.0,77,2.655,True
340.06,232.69,697,42660,0.2545,52.16,697,0.0,77,2.655,True
291.08,435.42,656,42660,0.2083,48.6,656,0.0,77,2.655,True
257.99,415.7,663,42660,0.291,47.13,663,0.0,77,2.655,True
169.1,481.75,631,42660,0.328,47.76,631,0.0,77,2.655,True
249.0,114.21,710,42660,0.2768,43.78,710,0.0,77,2.655,True
258.01,217.73,671,42660,0.2861,42.94,671,0.0,77,2.655,True
175.96,79.03,640,42660,0.2493,40.01,640,0.0,77,2.655,True
182.21,468.96,584,42660,0.3623,44.2,584,0.0,77,2.655,True
184.97,47.53,703,42660,0.1557,49.44,703,0.0,77,2.655,True
193.71,69.03,659,42660,0.1997,48.6,659,0.0,77,2.655,True
189.94,288.23,707,42660,0.3268,53.21,707,0.0,77,2.655,True
202.89,247.89,660,42660,0.335,46.92,660,0.0,77,2.655,True
203.98,118.13,716,42660,0.2909,48.81,716,0.0,77,2.655,True
208.08,306.02,580,42660,0.3771,45.25,580,0.0,77,2.655,True
209.12,242.83,684,42660,0.421,52.37,684,0.0,77,2.655,True
227.31,101.98,584,42660,0.2802,46.29,584,0.0,77,2.655,True
194.04,466.95,725,42660,0.2925,47.13,725,0.0,77,2.655,True
272.19,400.63,553,42660,0.244,41.39,553,0.0,78,2.69,True
262.81,458.71,673,42660,0.2571,50.95,673,0.0,78,2.69,True
269.07,37.34,695,42660,0.245,46.79,695,0.0,78,2.69,True
269.12,252.32,630,42660,0.2596,48.66,630,0.0,78,2.69,True
276.31,432.82,586,42660,0.296,44.71,586,0.0,78,2.69,True
318.03,83.98,678,42660,0.3118,43.26,678,0.0,78,2.69,True
290.25,217.2,357,42660,0.2644,25.58,357,0.0,78,2.69,True
289.28,296.92,604,42660,0.3069,45.13,604,0.0,78,2.69,True
289.8,435.28,647,42660,0.2242,51.99,647,0.0,78,2.69,True
304.87,217.46,253,42660,0.1396,25.16,253,0.0,78,2.69,True
262.42,71.72,552,42660,0.2356,42.22,552,0.0,78,2.69,True
339.92,232.73,756,42660,0.2281,53.03,756,0.0,78,2.69,True
278.21,452.84,680,42660,0.3448,52.41,680,0.0,78,2.69,True
260.87,217.29,706,42660,0.0811,41.18,706,0.0,78,2.69,True
208.96,306.07,589,42660,0.3525,46.58,589,0.0,78,2.69,True
247.01,114.12,698,42660,0.2589,43.46,698,0.0,78,2.69,True
168.27,482.07,636,42660,0.3109,47.62,636,0.0,78,2.69,True
173.86,80.74,645,42660,0.2506,40.76,645,0.0,78,2.69,True
257.91,415.78,681,42660,0.2652,50.74,681,0.0,78,2.69,True
182.95,48.06,720,42660,0.2596,51.16,720,0.0,78,2.69,True
188.03,289.25,675,42660,0.3078,48.25,675,0.0,78,2.69,True
182.0,468.69,592,42660,0.3288,46.58,592,0.0,78,2.69,True
192.96,466.06,690,42660,0.2977,45.96,690,0.0,78,2.69,True
197.24,246.12,604,42660,0.3109,44.5,604,0.0,78,2.69,True
203.0,118.3,711,42660,0.2698,47.21,711,0.0,78,2.69,True
208.79,244.02,607,42660,0.3492,44.09,607,0.0,78,2.69,True
231.93,100.92,698,42660,0.2178,47.42,698,0.0,78,2.69,True
191.02,68.07,718,42660,0.2858,46.17,718,0.0,78,2.69,True
274.18,432.79,604,42660,0.2859,44.01,604,0.0,79,2.724,True
262.81,458.73,677,42660,0.2607,52.13,677,0.0,79,2.724,True
267.85,37.99,698,42660,0.2302,47.43,698,0.0,79,2.724,True
269.05,252.23,655,42660,0.2861,49.14,655,0.0,79,2.724,True
270.96,400.93,599,42660,0.3366,43.8,599,0.0,79,2.724,True
278.05,452.83,731,42660,0.3594,51.49,731,0.0,79,2.724,True
261.37,71.91,553,42660,0.2725,43.37,553,0.0,79,2.724,True
290.23,217.18,362,42660,0.2566,25.85,362,0.0,79,2.724,True
290.82,296.91,668,42660,0.2218,45.51,668,0.0,79,2.724,True
304.65,217.37,214,42660,0.1773,20.72,214,0.0,79,2.724,True
315.19,83.71,655,42660,0.2594,45.29,655,0.0,79,2.724,True
339.73,233.3,708,42660,0.1946,54.27,708,0.0,79,2.724,True
287.06,435.36,654,42660,0.2339,49.57,654,0.0,79,2.724,True
259.74,217.34,677,42660,0.0909,40.81,677,0.0,79,2.724,True
256.88,416.3,665,42660,0.288,47.43,665,0.0,79,2.724,True
245.08,114.03,721,42660,0.2606,45.72,721,0.0,79,2.724,True
167.33,482.89,613,42660,0.2858,47.64,613,0.0,79,2.724,True
172.11,82.07,646,42660,0.2864,42.52,646,0.0,79,2.724,True
181.25,468.8,557,42660,0.3044,47.64,557,0.0,79,2.724,True
185.04,289.95,689,42660,0.3808,52.56,689,0.0,79,2.724,True
189.77,67.41,668,42660,0.1841,46.58,668,0.0,79,2.724,True
181.82,48.18,704,42660,0.2574,51.28,704,0.0,79,2.724,True
199.01,246.14,709,42660,0.2846,45.51,709,0.0,79,2.724,True
201.01,118.14,715,42660,0.3076,47.86,715,0.0,79,2.724,True
206.99,306.03,581,42660,0.3494,44.87,581,0.0,79,2.724,True
207.72,245.23,550,42660,0.3631,41.02,550,0.0,79,2.724,True
231.08,101.05,706,42660,0.2694,45.93,706,0.0,79,2.724,True
192.82,465.89,675,42660,0.2737,48.28,675,0.0,79,2.724,True
274.9,432.11,648,42660,0.2973,44.57,648,0.0,80,2.759,True
264.97,71.7,664,42660,0.2478,41.7,664,0.0,80,2.759,True
266.84,38.2,670,42660,0.2581,46.62,670,0.0,80,2.759,True
269.02,252.21,668,42660,0.2872,48.68,668,0.0,80,2.759,True
269.92,400.97,611,42660,0.3738,45.6,611,0.0,80,2.759,True
276.95,452.9,728,42660,0.3285,51.55,728,0.0,80,2.759,True
337.0,233.1,753,42660,0.3067,50.53,753,0.0,80,2.759,True
290.25,217.25,356,42660,0.2551,25.06,356,0.0,80,2.759,True
288.99,298.1,698,42660,0.2684,46.21,698,0.0,80,2.759,True
304.03,217.33,209,42660,0.2257,19.31,209,0.0,80,2.759,True
312.51,84.34,569,42660,0.158,46.62,569,0.0,80,2.759,True
262.81,458.71,687,42660,0.2509,52.38,687,0.0,80,2.759,True
283.98,435.74,696,42660,0.2891,50.32,696,0.0,80,2.759,True
254.86,416.06,680,42660,0.3108,50.53,680,0.0,80,2.759,True
255.03,217.14,701,42660,0.2429,41.28,701,0.0,80,2.759,True
243.97,113.9,723,42660,0.2575,46.01,723,0.0,80,2.759,True
170.05,84.0,655,42660,0.2697,40.87,655,0.0,80,2.759,True
179.12,49.14,744,42660,0.2968,49.5,744,0.0,80,2.759,True
180.19,468.2,599,42660,0.3092,48.88,599,0.0,80,2.759,True
181.35,289.85,580,42660,0.3382,45.8,580,0.0,80,2.759,True
187.87,67.67,688,42660,0.2023,46.42,688,0.0,80,2.759,True
167.88,482.92,649,42660,0.3025,45.6,649,0.0,80,2.759,True
198.19,118.89,660,42660,0.3362,49.3,660,0.0,80,2.759,True
197.93,247.01,703,42660,0.2517,47.24,703,0.0,80,2.759,True
205.04,251.99,659,42660,0.4575,49.3,659,0.0,80,2.759,True
205.96,305.96,586,42660,0.3388,46.62,586,0.0,80,2.759,True
231.05,101.08,712,42660,0.2617,46.62,712,0.0,80,2.759,True
191.86,465.74,632,42660,0.2674,45.19,632,0.0,80,2.759,True
262.83,458.71,694,42660,0.2549,51.58,694,0.0,81,2.793,True
265.84,38.15,669,42660,0.255,47.08,669,0.0,81,2.793,True
266.97,401.09,630,42660,0.3724,45.65,630,0.0,81,2.793,True
268.85,251.94,675,42660,0.2879,47.08,675,0.0,81,2.793,True
272.7,432.11,618,42660,0.2334,44.62,618,0.0,81,2.793,True
286.09,298.76,675,42660,0.3128,45.85,675,0.0,81,2.793,True
282.01,435.96,683,42660,0.3029,51.18,683,0.0,81,2.793,True
290.21,217.06,376,42660,0.2569,26.2,376,0.0,81,2.793,True
304.74,218.01,176,42660,0.2887,14.94,176,0.0,81,2.793,True
311.21,84.65,629,42660,0.221,45.65,629,0.0,81,2.793,True
257.58,72.88,494,42660,0.1615,42.78,494,0.0,81,2.793,True
275.88,453.3,686,42660,0.2759,49.74,686,0.0,81,2.793,True
253.87,415.83,671,42660,0.2857,50.15,671,0.0,81,2.793,True
335.93,233.29,736,42660,0.2577,52.2,736,0.0,81,2.793,True
239.15,113.2,620,42660,0.3043,44.01,620,0.0,81,2.793,True
167.06,483.19,653,42660,0.2786,45.65,653,0.0,81,2.793,True
168.74,83.89,629,42660,0.1933,42.58,629,0.0,81,2.793,True
178.05,49.24,713,42660,0.2464,50.77,713,0.0,81,2.793,True
178.42,290.09,561,42660,0.2767,51.38,561,0.0,81,2.793,True
178.37,467.78,559,42660,0.27,48.1,559,0.0,81,2.793,True
183.09,66.89,684,42660,0.3309,47.08,684,0.0,81,2.793,True
252.97,216.97,706,42660,0.2228,41.55,706,0.0,81,2.793,True
195.84,247.35,694,42660,0.2391,47.49,694,0.0,81,2.793,True
198.99,118.92,679,42660,0.3204,46.88,679,0.0,81,2.793,True
204.91,251.9,725,42660,0.4779,51.18,725,0.0,81,2.793,True
204.9,305.72,547,42660,0.3306,42.37,547,0.0,81,2.793,True
231.05,101.08,716,42660,0.263,47.08,716,0.0,81,2.793,True
189.14,464.83,672,42660,0.2696,45.24,672,0.0,81,2.793,True
256.23,72.91,567,42660,0.2493,40.82,567,0.0,82,2.828,True
262.08,39.98,713,42660,0.2756,46.16,713,0.0,82,2.828,True
262.74,458.71,673,42660,0.2616,51.5,673,0.0,82,2.828,True
265.93,401.04,631,42660,0.3926,46.37,631,0.0,82,2.828,True
267.99,432.86,668,42660,0.3194,44.88,668,0.0,82,2.828,True
279.86,435.66,681,42660,0.2449,50.86,681,0.0,82,2.828,True
273.02,453.93,746,42660,0.3855,52.14,746,0.0,82,2.828,True
285.04,298.83,690,42660,0.3129,46.37,690,0.0,82,2.828,True
290.19,217.11,377,42660,0.2845,26.93,377,0.0,82,2.828,True
312.08,84.84,711,42660,0.3444,46.37,711,0.0,82,2.828,True
253.01,217.09,708,42660,0.2579,41.89,708,0.0,82,2.828,True
268.82,251.88,670,42660,0.2875,47.23,670,0.0,82,2.828,True
251.95,416.09,674,42660,0.2874,50.01,674,0.0,82,2.828,True
333.99,233.39,743,42660,0.264,50.44,743,0.0,82,2.828,True
231.09,101.07,715,42660,0.2531,46.37,715,0.0,82,2.828,True
165.28,483.98,607,42660,0.3141,47.02,607,0.0,82,2.828,True
166.02,85.12,662,42660,0.2559,43.6,662,0.0,82,2.828,True
176.06,50.08,727,42660,0.305,49.58,727,0.0,82,2.828,True
176.18,466.94,611,42660,0.3532,51.93,611,0.0,82,2.828,True
179.85,290.83,651,42660,0.2929,50.01,651,0.0,82,2.828,True
238.06,113.29,662,42660,0.3032,44.02,662,0.0,82,2.828,True
187.84,465.02,679,42660,0.2476,44.02,679,0.0,82,2.828,True
193.95,245.83,713,42660,0.2669,47.23,713,0.0,82,2.828,True
198.0,119.08,665,42660,0.3241,46.16,665,0.0,82,2.828,True
200.97,304.82,601,42660,0.3722,43.17,601,0.0,82,2.828,True
203.98,253.0,779,42660,0.4109,54.28,779,0.0,82,2.828,True
181.12,66.04,645,42660,0.3376,43.6,645,0.0,82,2.828,True
254.89,217.06,704,42660,0.1152,43.57,704,0.0,83,2.862,True
260.98,458.23,717,42660,0.3478,50.9,717,0.0,83,2.862,True
262.89,39.31,694,42660,0.2368,48.1,694,0.0,83,2.862,True
264.84,401.09,579,42660,0.3713,44.65,579,0.0,83,2.862,True
267.04,433.14,675,42660,0.2784,42.71,675,0.0,83,2.862,True
276.82,435.73,644,42660,0.234,50.9,644,0.0,83,2.862,True
269.54,454.74,603,42660,0.2918,55.0,603,0.0,83,2.862,True
284.01,299.24,674,42660,0.2723,44.65,674,0.0,83,2.862,True
289.51,216.91,331,42660,0.2058,28.47,331,0.0,83,2.862,True
310.09,84.94,702,42660,0.3341,46.81,702,0.0,83,2.862,True
254.19,73.23,586,42660,0.245,43.35,586,0.0,83,2.862,True
268.86,251.94,673,42660,0.2997,48.75,673,0.0,83,2.862,True
332.01,234.04,754,42660,0.3007,53.06,754,0.0,83,2.862,True
248.05,416.78,705,42660,0.3488,50.69,705,0.0,83,2.862,True
231.08,101.09,724,42660,0.2385,47.02,724,0.0,83,2.862,True
238.96,113.98,713,42660,0.2811,45.73,713,0.0,83,2.862,True
164.96,86.92,662,42660,0.2748,42.49,662,0.0,83,2.862,True
165.06,484.0,647,42660,0.3289,48.1,647,0.0,83,2.862,True
174.01,466.38,727,42660,0.325,53.06,727,0.0,83,2.862,True
175.12,50.39,704,42660,0.2506,49.61,704,0.0,83,2.862,True
174.36,291.83,584,42660,0.2771,50.26,584,0.0,83,2.862,True
186.06,464.01,702,42660,0.3,47.02,702,0.0,83,2.862,True
193.36,120.01,579,42660,0.3147,48.1,579,0.0,83,2.862,True
193.0,244.72,704,42660,0.1855,46.59,704,0.0,83,2.862,True
197.14,304.35,570,42660,0.2921,44.0,570,0.0,83,2.862,True
201.15,257.88,678,42660,0.4317,49.61,678,0.0,83,2.862,True
181.91,65.69,693,42660,0.189,46.37,693,0.0,83,2.862,True
268.83,251.93,667,42660,0.2945,46.37,667,0.0,84,2.897,True
257.59,457.35,529,42660,0.244,50.8,529,0.0,84,2.897,True
260.88,39.96,731,42660,0.2882,47.48,731,0.0,84,2.897,True
261.36,433.31,565,42660,0.2171,45.7,565,0.0,84,2.897,True
263.82,401.28,571,42660,0.3158,45.7,571,0.0,84,2.897,True
269.17,454.73,672,42660,0.3363,52.58,672,0.0,84,2.897,True
330.85,233.79,712,42660,0.2514,50.36,712,0.0,84,2.897,True
282.02,299.79,685,42660,0.3016,44.37,685,0.0,84,2.897,True
289.59,216.91,313,42660,0.1634,27.07,313,0.0,84,2.897,True
299.09,220.14,224,42660,0.3544,20.41,224,0.0,84,2.897,True
308.09,84.84,717,42660,0.334,47.48,717,0.0,84,2.897,True
253.84,216.78,706,42660,0.1237,43.93,706,0.0,84,2.897,True
274.06,435.29,656,42660,0.2407,51.03,656,0.0,84,2.897,True
253.05,73.39,609,42660,0.2491,40.38,609,0.0,84,2.897,True
247.03,416.85,725,42660,0.3789,53.25,725,0.0,84,2.897,True
234.18,113.28,623,42660,0.282,44.59,623,0.0,84,2.897,True
164.06,484.75,621,42660,0.322,47.03,621,0.0,84,2.897,True
173.14,51.38,663,42660,0.2432,44.59,663,0.0,84,2.897,True
172.97,466.76,756,42660,0.3604,56.57,756,0.0,84,2.897,True
174.99,291.24,695,42660,0.2814,50.36,695,0.0,84,2.897,True
179.91,65.39,658,42660,0.2102,45.48,658,0.0,84,2.897,True
160.29,89.86,530,42660,0.3295,42.82,530,0.0,84,2.897,True
190.86,244.28,686,42660,0.2193,44.15,686,0.0,84,2.897,True
192.2,119.86,597,42660,0.3217,45.92,597,0.0,84,2.897,True
195.13,304.09,580,42660,0.3587,45.7,580,0.0,84,2.897,True
201.82,256.9,764,42660,0.3697,51.47,764,0.0,84,2.897,True
231.07,101.1,723,42660,0.2416,46.81,723,0.0,84,2.897,True
182.01,462.1,712,42660,0.3645,50.14,712,0.0,84,2.897,True
259.28,433.56,600,42660,0.1844,44.53,600,0.0,85,2.931,True
259.85,39.98,732,42660,0.2631,49.93,732,0.0,85,2.931,True
261.84,401.32,571,42660,0.3134,45.82,571,0.0,85,2.931,True
262.68,458.8,633,42660,0.2981,51.88,633,0.0,85,2.931,True
268.76,251.83,670,42660,0.2703,46.26,670,0.0,85,2.931,True
282.01,300.12,699,42660,0.26,46.04,699,0.0,85,2.931,True
272.02,434.81,643,42660,0.248,51.44,643,0.0,85,2.931,True
289.48,216.92,322,42660,0.1883,28.53,322,0.0,85,2.931,True
299.15,220.19,247,42660,0.3617,22.26,247,0.0,85,2.931,True
328.94,234.22,723,42660,0.2827,49.72,723,0.0,85,2.931,True
252.93,216.2,734,42660,0.1894,45.82,734,0.0,85,2.931,True
271.01,454.03,710,42660,0.3618,51.88,710,0.0,85,2.931,True
251.21,73.9,571,42660,0.3042,41.29,571,0.0,85,2.931,True
306.05,84.92,731,42660,0.3303,49.07,731,0.0,85,2.931,True
232.31,113.14,599,42660,0.2742,45.61,599,0.0,85,2.931,True
163.2,484.93,615,42660,0.3309,46.26,615,0.0,85,2.931,True
170.27,292.25,649,42660,0.2874,49.72,649,0.0,85,2.931,True
170.08,466.27,752,42660,0.3448,55.12,752,0.0,85,2.931,True
170.98,51.93,704,42660,0.2779,48.63,704,0.0,85,2.931,True
175.1,64.85,630,42660,0.316,44.74,630,0.0,85,2.931,True
158.16,89.95,607,42660,0.3224,42.15,607,0.0,85,2.931,True
186.01,244.1,677,42660,0.3198,44.31,677,0.0,85,2.931,True
182.06,461.99,739,42660,0.3437,49.5,739,0.0,85,2.931,True
231.9,100.95,719,42660,0.2228,47.55,719,0.0,85,2.931,True
244.06,416.66,696,42660,0.3083,50.15,696,0.0,85,2.931,True
195.07,304.04,608,42660,0.3977,47.12,608,0.0,85,2.931,True
191.19,120.03,605,42660,0.3451,44.74,605,0.0,85,2.931,True
200.97,257.97,753,42660,0.3633,52.09,753,0.0,85,2.931,True
325.03,234.8,724,42660,0.3233,48.01,724,0.0,86,2.966,True
243.06,416.6,701,42660,0.3026,48.01,701,0.0,86,2.966,True
305.04,85.18,732,42660,0.3081,48.89,732,0.0,86,2.966,True
300.08,220.08,268,42660,0.408,22.89,268,0.0,86,2.966,True
281.82,300.08,676,42660,0.2248,46.89,676,0.0,86,2.966,True
268.69,251.8,659,42660,0.2704,45.56,659,0.0,86,2.966,True
262.75,458.81,672,42660,0.2809,52.67,672,0.0,86,2.966,True
261.93,433.19,689,42660,0.2236,45.56,689,0.0,86,2.966,True
260.82,401.4,560,42660,0.2735,44.01,560,0.0,86,2.966,True
259.07,40.17,716,42660,0.2655,47.78,716,0.0,86,2.966,True
254.03,73.91,673,42660,0.2218,40.67,673,0.0,86,2.966,True
248.02,217.07,696,42660,0.2699,42.0,696,0.0,86,2.966,True
289.57,216.8,325,42660,0.1645,28.0,325,0.0,86,2.966,True
233.04,113.13,691,42660,0.3325,47.56,691,0.0,86,2.966,True
199.84,259.84,732,42660,0.3912,48.67,732,0.0,86,2.966,True
231.88,100.3,701,42660,0.2078,45.56,701,0.0,86,2.966,True
156.07,90.86,605,42660,0.3198,42.67,605,0.0,86,2.966,True
163.07,484.91,620,42660,0.3332,43.56,620,0.0,86,2.966,True
169.83,52.82,667,42660,0.2417,45.78,667,0.0,86,2.966,True
170.97,292.89,720,42660,0.3155,52.23,720,0.0,86,2.966,True
168.99,465.93,740,42660,0.3561,56.01,740,0.0,86,2.966,True
